video_id,start_frame,stop_frame,verb,verb_class,noun,all_nouns,all_noun_classes,relevant
P03_101,6994,7064,pick-up,0,plate,['plate'],[2],False
P03_101,7067,7627,wash,2,plate,['plate'],[2],False
P03_101,523,575,squeeze,18,liquid:washing:up,"['liquid:washing:up', 'bowl']","[22, 7]",True
P03_101,7623,7719,place-on,1,plate,"['plate', 'rack:drying']","[2, 110]",True
P03_101,7650,7809,pick-up,0,knife,['knife'],[4],True
P03_101,7809,7850,soak,56,knife,['knife'],[4],True
P03_101,7848,7948,wash,2,knife,['knife'],[4],True
P03_101,7948,8022,pick-up,0,spoon,['spoon'],[1],True
P03_101,8023,8704,wash,2,spoon,['spoon'],[1],True
P03_101,8702,8746,squeeze,18,sponge,['sponge'],[9],False
P03_101,8816,8887,put-in,5,spoon,"['spoon', 'rack:drying']","[1, 110]",True
P03_101,8925,8993,pick-up,0,scissors,['scissors'],[79],True
P03_101,9023,9199,wash,2,scissors,['scissors'],[79],True
P03_102,85,170,put-on,1,bag,"['bag', 'side']","[19, 42]",True
P03_102,158,192,open,3,bag,['bag'],[19],False
P03_102,777,827,pick-up,0,onion,['onion'],[16],True
P03_102,832,865,put-on,1,onion,"['onion', 'counter']","[16, 42]",True
P03_102,870,919,put-on,1,bag,"['bag', 'counter']","[19, 42]",True
P03_102,920,953,open-up,3,bag,['bag'],[19],False
P03_102,948,1001,pick-up,0,mince,['mince'],[28],True
P03_102,1007,1047,put-on,1,mince,"['mince', 'counter']","[28, 42]",True
P03_102,1042,1098,pick-up,0,can,['can'],[61],False
P03_102,1101,1153,put-on,1,counter,['counter'],[42],True
P03_102,1155,1237,pick-up,0,can,['can'],[61],False
P03_102,1223,1284,put-on,1,counter,['counter'],[42],True
P03_102,210,313,take-out,12,pepper,['pepper'],[37],True
P03_102,1279,1317,pick-up,0,bag,['bag'],[19],True
P03_102,1363,1781,fold,28,bag,['bag'],[19],True
P03_102,1854,1933,pick-up,0,bag,['bag'],[19],True
P03_102,1930,2411,fold,28,bag,['bag'],[19],True
P03_102,2498,2554,pick-up,0,can:kidney:bean,['can:kidney:bean'],[61],False
P03_102,2589,2636,move,11,tomato,['tomato'],[43],True
P03_102,2675,2754,open,3,cupboard,['cupboard'],[3],False
P03_102,2811,2919,move,11,chocolate,"['chocolate', 'bean:baked']","[188, 214]",True
P03_102,2964,3131,put-of,1,bean:kidney,"['bean:kidney', 'cupboard']","[214, 3]",True
P03_102,3164,3223,pick-up,0,can:soup,"['can:soup', 'cupboard']","[61, 3]",True
P03_102,304,473,pick-up,0,can,['can'],[61],False
P03_102,3290,3533,move,11,content:cupboard,['content:cupboard'],[3],True
P03_102,3529,3673,put-in,5,can:soup,"['can:soup', 'cupboard']","[61, 3]",True
P03_102,3699,3753,move,11,tupperware,['tupperware'],[23],True
P03_102,3744,3913,move,11,can,['can'],[61],False
P03_102,3973,3997,pick-up,0,can:tomato,['can:tomato'],[61],False
P03_102,4020,4057,pick-up,0,chickpea,['chickpea'],[177],True
P03_102,4100,4140,put-of,1,chickpea,"['chickpea', 'cupboard']","[177, 3]",True
P03_102,4155,4221,put-of,1,tomato,"['tomato', 'cupboard']","[43, 3]",True
P03_102,4219,4319,stack,40,tomato,['tomato'],[43],True
P03_102,4303,4397,close,4,cupboard,['cupboard'],[3],True
P03_102,368,488,put,1,can,['can'],[61],False
P03_102,4436,4484,pick-up,0,egg,['egg'],[53],False
P03_102,4500,4650,open,3,fridge,['fridge'],[12],False
P03_102,4640,4683,put-in,5,egg,"['egg', 'fridge']","[53, 12]",False
P03_102,4722,4755,pick-up,0,cheese,['cheese'],[32],False
P03_102,4758,4777,put-on,1,cheese,"['cheese', 'shelf']","[32, 247]",False
P03_102,4796,4852,move,11,butter,['butter'],[78],False
P03_102,4874,4911,put-in,5,mince,"['mince', 'fridge']","[28, 12]",True
P03_102,5016,5035,pick-up,0,onion,['onion'],[16],True
P03_102,5052,5080,pick-up,0,pepper,['pepper'],[37],True
P03_102,5164,5198,pull-out,31,drawer:vegetable,['drawer:vegetable'],[8],False
P03_102,517,547,pick-up,0,can,['can'],[61],False
P03_102,5192,5228,put-in,5,onion,"['onion', 'drawer']","[16, 8]",True
P03_102,5284,5311,put-in,5,pepper,"['pepper', 'drawer']","[37, 8]",True
P03_102,5331,5423,pick-up,0,butter,['butter'],[78],False
P03_102,5473,5514,put-onto,1,butter,"['butter', 'shelf']","[78, 247]",False
P03_102,5587,5633,push-in,5,drawer:vegetable,['drawer:vegetable'],[8],False
P03_102,5647,5696,close,4,fridge,['fridge'],[12],False
P03_102,5968,6018,move,11,tap,['tap'],[0],False
P03_102,5984,6022,pick-up,0,bowl:washing:up,['bowl:washing:up'],[7],True
P03_102,6011,6054,turn-on,6,tap,['tap'],[0],False
P03_102,6059,6438,rinse-out,2,bowl:washing:up,['bowl:washing:up'],[7],True
P03_102,554,604,put-on,1,side,['side'],[42],True
P03_102,6443,6495,turn-off,8,tap,['tap'],[0],False
P03_102,6550,6647,dry,14,hand,['hand'],[11],True
P03_102,6684,6737,open,3,cupboard,['cupboard'],[3],False
P03_102,6788,6892,pick-up,0,saucepan,['saucepan'],[5],True
P03_102,6905,6956,close,4,cupboard,['cupboard'],[3],True
P03_102,6968,6992,pick-up,0,lid,['lid'],[6],True
P03_102,6994,7034,put-down,1,saucepan,['saucepan'],[5],True
P03_102,7038,7084,put-down,1,lid:saucepan,['lid:saucepan'],[6],True
P03_102,7131,7161,open,3,cupboard,['cupboard'],[3],False
P03_102,7228,7403,pick-up,0,board:cutting,['board:cutting'],[18],True
P03_102,618,728,pick-up,0,egg,['egg'],[53],False
P03_102,7408,7447,close,4,cupboard,['cupboard'],[3],True
P03_102,7470,7503,put-down,1,board:cutting,['board:cutting'],[18],True
P03_102,7530,7588,open,3,drawer,['drawer'],[8],False
P03_102,7593,7647,pick-up,0,knife,['knife'],[4],True
P03_102,7614,7636,close,4,drawer,['drawer'],[8],False
P03_102,7642,7693,put-down,1,knife,['knife'],[4],True
P03_102,7667,7798,open,3,fridge,['fridge'],[12],False
P03_102,7803,7856,pull-out,31,drawer:vegetable,['drawer:vegetable'],[8],False
P03_102,7851,7908,pick-up,0,onion,['onion'],[16],True
P03_102,7895,8004,pick-up,0,pepper,['pepper'],[37],True
P03_102,729,766,put-on,1,egg,"['egg', 'counter']","[53, 42]",True
P03_102,8001,8114,close,4,drawer:vegetable,['drawer:vegetable'],[8],False
P03_102,8115,8158,close,4,fridge,['fridge'],[12],False
P03_102,8229,8274,put-down,1,pepper,['pepper'],[37],True
P03_102,8279,8352,put-down,1,onion,['onion'],[16],True
P03_102,745,775,put-on,1,onion,"['onion', 'counter']","[16, 42]",True
P03_106,146,231,put-down,1,plate,['plate'],[2],False
P03_106,405,478,open,3,fridge,['fridge'],[12],False
P03_106,1812,1857,pick-up,0,bowl,['bowl'],[7],True
P03_106,1880,1959,put-down,1,bowl,['bowl'],[7],True
P03_106,1957,2025,close,4,cupboard,['cupboard'],[3],True
P03_106,2030,2068,put-on,1,wrapper,['wrapper'],[26],True
P03_106,2073,2380,strain-from,37,water,"['water', 'punnet:raspberry']","[27, 284]",True
P03_106,2388,2427,remove,12,lid:film,['lid:film'],[6],True
P03_106,2455,2495,pick-up,0,bowl,['bowl'],[7],True
P03_106,2560,2584,put-down,1,bowl,['bowl'],[7],True
P03_106,2587,2830,pour-into,9,raspberry,"['raspberry', 'bowl']","[284, 7]",False
P03_106,2888,2945,remove-from,12,lid:film,"['lid:film', 'punnet']","[6, 26]",True
P03_106,499,552,move,11,strawberry,['strawberry'],[243],True
P03_106,2973,2999,put-in,5,lid:film,"['lid:film', 'bin']","[6, 36]",True
P03_106,3000,3253,remove,12,sponge,"['sponge', 'punnet']","[9, 26]",True
P03_106,3243,3272,put-in,5,sponge,"['sponge', 'bin']","[9, 36]",False
P03_106,3342,3385,put-on,1,punnet,"['punnet', 'side']","[26, 42]",True
P03_106,3448,3488,pick-up,0,bowl:raspberry,['bowl:raspberry'],[7],True
P03_106,3592,3651,open,3,cupboard,['cupboard'],[3],False
P03_106,3607,3805,pick-up,0,kitkat,['kitkat'],[188],False
P03_106,3783,3899,pick-up,0,bar:chocolate,['bar:chocolate'],[265],False
P03_106,4143,4189,pick-up,0,leaf,['leaf'],[62],True
P03_106,4191,4234,put-in,5,leaf,"['leaf', 'bin']","[62, 36]",True
P03_106,568,596,pick-up,0,raspberry,['raspberry'],[284],True
P03_106,4239,4314,pick-up,0,leaf,['leaf'],[62],True
P03_106,4313,4357,put-in,5,leaf,"['leaf', 'bin']","[62, 36]",True
P03_106,615,668,close,4,fridge,['fridge'],[12],False
P03_106,704,774,open,3,punnet:raspberry,['punnet:raspberry'],[284],False
P03_106,889,987,turn-on,6,tap,['tap'],[0],False
P03_106,989,1569,wash,2,raspberry,['raspberry'],[284],True
P03_106,1561,1609,turn-off,8,tap,['tap'],[0],False
P03_106,1744,1807,open,3,cupboard,['cupboard'],[3],False
P03_107,183,210,put-down,1,bottle,['bottle'],[15],True
P03_107,303,354,pour-out,9,water,"['water', 'bottle']","[27, 15]",False
P03_107,1064,1120,pour-out,9,water,"['water', 'bottle']","[27, 15]",False
P03_107,11791,11834,pick-up,0,plate,['plate'],[2],False
P03_107,11825,11880,put-down,1,sieve,"['sieve', 'pan']","[39, 5]",True
P03_107,11921,11964,pick-up,0,bowl,['bowl'],[7],True
P03_107,11969,11999,put-on,1,bowl,"['bowl', 'plate']","[7, 2]",True
P03_107,12001,12027,move,11,jug:measuring,['jug:measuring'],[66],True
P03_107,12032,12083,put,1,bowl,['bowl'],[7],True
P03_107,12086,12134,pick-up,0,lid,['lid'],[6],True
P03_107,12136,12212,put-on,1,lid,"['lid', 'pan']","[6, 5]",True
P03_107,12281,12406,dry,14,hand,['hand'],[11],True
P03_107,1120,1167,turn-on,6,tap,['tap'],[0],False
P03_107,1160,1380,fill,26,bottle,['bottle'],[15],True
P03_107,1383,1405,turn-off,8,tap,['tap'],[0],False
P03_107,1410,1483,close,4,bottle,['bottle'],[15],True
P03_107,1488,1559,put-in,5,bottle,"['bottle', 'fridge']","[15, 12]",True
P03_107,1558,1611,close,4,fridge,['fridge'],[12],False
P03_107,1773,1835,pick-up,0,lid:saucepan,['lid:saucepan'],[6],True
P03_107,1978,2087,put-down,1,lid:saucepan,['lid:saucepan'],[6],True
P03_107,2129,2192,pick-up,0,saucepan,['saucepan'],[5],True
P03_107,337,395,turn-on,6,tap,['tap'],[0],False
P03_107,2192,2233,put-down,1,saucepan,['saucepan'],[5],True
P03_107,2259,2295,open,3,cupboard,['cupboard'],[3],False
P03_107,2354,2438,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,2452,2489,put-down,1,tupperware,['tupperware'],[23],True
P03_107,2516,2559,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,2565,2620,put-down,1,tupperware,['tupperware'],[23],True
P03_107,2684,2749,move-around,11,tupperware,['tupperware'],[23],True
P03_107,2805,2851,open,3,drawer,['drawer'],[8],False
P03_107,2886,2945,pick-up,0,ladle,['ladle'],[97],False
P03_107,2933,2988,close,4,drawer,['drawer'],[8],False
P03_107,387,621,fill,26,bottle,['bottle'],[15],True
P03_107,2993,3068,close,4,cupboard,['cupboard'],[3],True
P03_107,3057,3124,pick-up,0,lid:tupperware,['lid:tupperware'],[6],True
P03_107,3129,3145,move,11,lid,['lid'],[6],True
P03_107,3184,3213,move,11,bowl,['bowl'],[7],True
P03_107,3222,3253,move,11,lid,['lid'],[6],True
P03_107,3293,3356,move,11,tupperware,['tupperware'],[23],True
P03_107,3378,3438,move,11,saucepan,['saucepan'],[5],True
P03_107,3492,4508,spoon-into,16,chilli,"['chilli', 'tupperware']","[69, 23]",True
P03_107,4523,4552,put-down,1,tupperware,['tupperware'],[23],True
P03_107,4556,4616,pick-up,0,lid:tupperware,['lid:tupperware'],[6],True
P03_107,621,668,put-on,1,lid,"['lid', 'bottle']","[6, 15]",True
P03_107,4620,4738,seal,36,tupperware,['tupperware'],[23],True
P03_107,4745,4789,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,4812,4829,put-down,1,tupperware,['tupperware'],[23],True
P03_107,4810,4884,take-off,12,lid:tupperware,['lid:tupperware'],[6],True
P03_107,4889,4985,put-down,1,lid,['lid'],[6],True
P03_107,4965,5008,pick-up,0,ladle,['ladle'],[97],False
P03_107,5003,5387,stir,10,chilli,['chilli'],[69],True
P03_107,5355,5458,tap-against,32,ladle,"['ladle', 'side:pan']","[97, 5]",True
P03_107,5514,5548,pick-up,0,lid,['lid'],[6],True
P03_107,5531,5633,put-on,1,lid,"['lid', 'tupperware']","[6, 23]",True
P03_107,668,753,close,4,bottle,['bottle'],[15],True
P03_107,5674,5737,open,3,cupboard,['cupboard'],[3],False
P03_107,5717,5762,put-in,5,tupperware,"['tupperware', 'cupboard']","[23, 3]",True
P03_107,5759,5784,close,4,cupboard,['cupboard'],[3],True
P03_107,5789,5875,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,5945,6048,open,3,freezer,['freezer'],[113],False
P03_107,6051,6091,pull-out,31,drawer:freezer,['drawer:freezer'],[8],False
P03_107,6093,6127,close,4,drawer:freezer,['drawer:freezer'],[8],False
P03_107,6132,6173,pull-out,31,drawer:freezer,['drawer:freezer'],[8],False
P03_107,6178,6511,put-in,5,tupperware,"['tupperware', 'freezer']","[23, 113]",True
P03_107,6509,6534,close,4,drawer:freezer,['drawer:freezer'],[8],False
P03_107,767,817,open,3,fridge,['fridge'],[12],False
P03_107,6537,6570,close,4,freezer,['freezer'],[113],False
P03_107,6690,6744,pick-up,0,ladle,['ladle'],[97],False
P03_107,6693,6793,tap-against,32,ladle,"['ladle', 'side:pan']","[97, 5]",True
P03_107,6795,6914,move,11,lid:saucepan,['lid:saucepan'],[6],True
P03_107,6919,7001,open,3,cupboard,['cupboard'],[3],False
P03_107,7003,7037,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,7026,7069,close,4,cupboard,['cupboard'],[3],True
P03_107,7091,7159,put-down,1,tupperware,['tupperware'],[23],True
P03_107,7155,7261,open,3,tupperware,['tupperware'],[23],False
P03_107,7262,7314,put-down,1,lid,['lid'],[6],True
P03_107,846,925,put-in,5,bottle,"['bottle', 'fridge']","[15, 12]",True
P03_107,7289,7327,pick-up,0,ladle,['ladle'],[97],False
P03_107,7378,7419,pick-up,0,tupperware,['tupperware'],[23],True
P03_107,7433,9202,spoon-into,16,chilli,"['chilli', 'tupperware']","[69, 23]",True
P03_107,9182,9215,put-down,1,ladle,['ladle'],[97],False
P03_107,9214,9251,pick-up,0,lid,['lid'],[6],True
P03_107,9280,9378,put-on,1,lid,"['lid', 'tupperware']","[6, 23]",True
P03_107,9458,9535,open,3,fridge,['fridge'],[12],False
P03_107,9552,9596,put-in,5,tupperware,"['tupperware', 'chilli', 'fridge']","[23, 69, 12]",True
P03_107,9595,9667,close,4,fridge,['fridge'],[12],False
P03_107,9686,9762,pick-up,0,liquid:washing:up,['liquid:washing:up'],[22],True
P03_107,1003,1039,pick-up,0,bottle,['bottle'],[15],True
P03_107,9767,9823,put-into,5,liquid:washing:up,"['liquid:washing:up', 'pan']","[22, 5]",True
P03_107,9840,9869,put,1,liquid:washing:up,"['liquid:washing:up', 'side']","[22, 42]",True
P03_107,9871,9935,turn-on,6,tap,['tap'],[0],False
P03_107,9966,10064,put-down,1,pot,['pot'],[29],True
P03_107,10031,10180,pick-up,0,spoon,['spoon'],[1],True
P03_107,10177,10369,rinse,2,spoon,['spoon'],[1],True
P03_107,10371,10419,shake-off,15,spoon,['spoon'],[1],True
P03_107,10448,10489,put-on,1,spoon,"['spoon', 'board:cutting']","[1, 18]",True
P03_107,10509,10561,test,24,water,['water'],[27],True
P03_107,10539,10715,fill-up,26,pan,"['pan', 'water']","[5, 27]",True
P03_107,1014,1081,open,3,bottle,['bottle'],[15],False
P03_107,10756,10983,turn-on,6,tap,['tap'],[0],False
P03_107,10982,11015,turn-off,8,tap,['tap'],[0],False
P03_107,11135,11188,move,11,knife,['knife'],[4],True
P03_107,11188,11219,put-down,1,pan,['pan'],[5],True
P03_107,11224,11350,pick-up,0,plate,"['plate', 'knife', 'fork']","[2, 4, 14]",True
P03_107,11392,11429,pick-up,0,lid,['lid'],[6],True
P03_107,11443,11497,put-on,1,lid,"['lid', 'board:cutting']","[6, 18]",True
P03_107,11510,11544,pick-up,0,knife,['knife'],[4],True
P03_107,11543,11657,put-on,1,plate,"['plate', 'knife', 'fork', 'plate']","[2, 4, 14, 2]",True
P03_107,11652,11722,pick-up,0,sieve,['sieve'],[39],False
P03_108,104,260,put-down,1,glass,['glass'],[10],True
P03_108,341,404,turn-on,6,tap,['tap'],[0],False
P03_108,1030,1184,pour-into,9,squash,"['squash', 'glass']","[116, 10]",False
P03_108,1189,1335,close,4,squash,['squash'],[116],True
P03_108,1338,1378,open,3,fridge,['fridge'],[12],False
P03_108,1366,1418,put-in,5,squash,"['squash', 'fridge']","[116, 12]",True
P03_108,1417,1510,pick-up,0,glass,['glass'],[10],True
P03_108,1515,1571,turn-on,6,tap,['tap'],[0],False
P03_108,1690,1939,fill-with,26,glass,"['glass', 'water']","[10, 27]",True
P03_108,1938,1963,turn-off,8,tap,['tap'],[0],False
P03_108,2004,2066,dry,14,hand,['hand'],[11],True
P03_108,367,610,rinse-out,2,glass,['glass'],[10],True
P03_108,626,706,rinse-out,2,glass,['glass'],[10],True
P03_108,731,767,turn-off,8,tap,['tap'],[0],False
P03_108,773,862,put-on,1,glass,"['glass', 'side']","[10, 42]",True
P03_108,837,877,open,3,fridge,['fridge'],[12],False
P03_108,882,922,pick-up,0,squash,['squash'],[116],True
P03_108,926,952,close,4,fridge,['fridge'],[12],False
P03_108,927,1043,open,3,squash,['squash'],[116],False
P03_109,59,160,turn-on,6,tap,['tap'],[0],False
P03_109,163,199,pick-up,0,bowl,['bowl'],[7],True
P03_109,721,754,pick-up,0,lid:saucepan,['lid:saucepan'],[6],True
P03_109,17297,17335,put,1,rack:drying,['rack:drying'],[110],True
P03_109,17361,17396,pick-up,0,saucepan,['saucepan'],[5],True
P03_109,17396,18137,wash,2,saucepan,['saucepan'],[5],True
P03_109,18154,18178,pour-out,9,saucepan,['saucepan'],[5],False
P03_109,18162,18209,squeeze,18,sponge,['sponge'],[9],False
P03_109,18212,18290,wash,2,saucepan,['saucepan'],[5],True
P03_109,18277,18343,squeeze,18,sponge,['sponge'],[9],False
P03_109,18353,18433,wash,2,saucepan,['saucepan'],[5],True
P03_109,18398,18456,remove-from,12,food,"['food', 'sponge']","[34, 9]",False
P03_109,18459,18501,rinse,2,sponge,['sponge'],[9],False
P03_109,772,852,put-down,1,lid:saucepan,['lid:saucepan'],[6],True
P03_109,18507,18545,squeeze,18,sponge,['sponge'],[9],False
P03_109,18522,18810,wash,2,saucepan,['saucepan'],[5],True
P03_109,18872,18924,move,11,sieve,['sieve'],[39],False
P03_109,18911,18934,put-on,1,saucepan,"['saucepan', 'rack:drying']","[5, 110]",True
P03_109,18939,18959,put-down,1,sieve,['sieve'],[39],False
P03_109,19046,19061,put-down,1,sponge,['sponge'],[9],False
P03_109,19082,19151,pick-up,0,saucepan,['saucepan'],[5],True
P03_109,19221,19249,take-from,0,towel:tea,"['towel:tea', 'rack:drying']","[52, 110]",True
P03_109,19267,20243,dry,14,saucepan,['saucepan'],[5],True
P03_109,20266,20307,open,3,cupboard,['cupboard'],[3],False
P03_109,839,945,pick-up,0,ladle,['ladle'],[97],False
P03_109,20295,20460,put-in,5,saucepan,"['saucepan', 'cupboard']","[5, 3]",True
P03_109,20463,20504,close,4,cupboard,['cupboard'],[3],True
P03_109,20533,20560,hang-up,41,towel:tea,['towel:tea'],[52],True
P03_109,20622,20675,pick-up,0,lid:saucepan,['lid:saucepan'],[6],True
P03_109,20694,20721,pick-up,0,sponge,['sponge'],[9],False
P03_109,20716,21308,wash,2,lid:saucepan,['lid:saucepan'],[6],True
P03_109,21313,21354,squeeze-out,18,sponge,['sponge'],[9],False
P03_109,21370,21395,lift-up,33,saucepan,['saucepan'],[5],False
P03_109,21391,21473,put-in,5,lid:saucepan,"['lid:saucepan', 'rack:drying']","[6, 110]",True
P03_109,21540,21578,pick-up,0,spoon,['spoon'],[1],True
P03_109,966,997,test,24,temperature:water,['temperature:water'],[65],True
P03_109,21584,22083,wash,2,spoon,['spoon'],[1],True
P03_109,22285,22346,put-in,5,spoon,"['spoon', 'rack:drying']","[1, 110]",True
P03_109,22427,22452,pick-up,0,grater:cheese,['grater:cheese'],[96],True
P03_109,22465,22557,put-in,5,grater:cheese,"['grater:cheese', 'bowl:washing:up']","[96, 7]",True
P03_109,22508,22645,pick-up,0,cup,['cup'],[13],True
P03_109,22645,23062,wash,2,cup,['cup'],[13],True
P03_109,23059,23177,put-on,1,cup,"['cup', 'rack:drying']","[13, 110]",True
P03_109,23117,23292,pick-up,0,bowl,['bowl'],[7],True
P03_109,23326,23929,wash,2,bowl,['bowl'],[7],True
P03_109,23910,24020,put-in,5,bowl,"['bowl', 'rack:drying']","[7, 110]",True
P03_109,1002,1034,pick-up,0,liquid:washing:up,['liquid:washing:up'],[22],True
P03_109,24102,24179,pick-up,0,saucer,['saucer'],[2],False
P03_109,24163,24217,pick-up,0,brush:washing:up,['brush:washing:up'],[103],True
P03_109,24202,24268,shake-off,15,brush:washing:up,['brush:washing:up'],[103],True
P03_109,24272,24313,put-down,1,brush:washing:up,['brush:washing:up'],[103],True
P03_109,24307,24594,wash,2,saucer,['saucer'],[2],False
P03_109,24597,24676,put-on,1,saucer,"['saucer', 'rack:drying']","[2, 110]",True
P03_109,24689,24961,scrub-down,29,side,['side'],[42],True
P03_109,24990,25057,pick-up,0,lid:saucepan,['lid:saucepan'],[6],True
P03_109,25051,25569,wash,2,lid:saucepan,['lid:saucepan'],[6],True
P03_109,25573,25647,put-on,1,lid:saucepan,"['lid:saucepan', 'rack:drying']","[6, 110]",True
P03_109,1034,1076,squeeze,18,liquid:washing:up,"['liquid:washing:up', 'bowl']","[22, 7]",True
P03_109,25697,25787,pick-up,0,board:cutting,['board:cutting'],[18],True
P03_109,25795,25827,rinse,2,sponge,['sponge'],[9],False
P03_109,25831,26063,wash,2,board:cutting,['board:cutting'],[18],True
P03_109,26067,26106,rinse,2,sponge,['sponge'],[9],False
P03_109,26109,26144,squeeze,18,sponge,['sponge'],[9],False
P03_109,26141,26264,wash,2,board:cutting,['board:cutting'],[18],True
P03_109,26269,26321,squeeze,18,sponge,['sponge'],[9],False
P03_109,26317,26327,rinse,2,sponge,['sponge'],[9],False
P03_109,26544,26583,squeeze,18,sponge,['sponge'],[9],False
P03_109,26317,26727,wash,2,board:cutting,['board:cutting'],[18],True
P03_109,1092,1134,put-down,1,liquid:washing:up,['liquid:washing:up'],[22],True
P03_109,26899,27000,rinse,2,sponge,['sponge'],[9],False
P03_109,26769,26804,squeeze,18,sponge,['sponge'],[9],False
P03_109,26802,27178,wash,2,board:cutting,['board:cutting'],[18],True
P03_109,27183,27243,squeeze,18,sponge,['sponge'],[9],False
P03_109,27244,27850,wash,2,board:cutting,['board:cutting'],[18],True
P03_109,27855,27887,put,1,sponge,['sponge'],[9],False
P03_109,27908,27981,pick-up,0,towel:tea,['towel:tea'],[52],True
P03_109,27976,29818,dry,14,board:cutting,['board:cutting'],[18],True
P03_109,29836,29872,open,3,cupboard,['cupboard'],[3],False
P03_109,29949,29982,pick-up,0,bowl,['bowl'],[7],True
P03_109,1136,1207,rinse,2,ladle,['ladle'],[97],False
P03_109,29967,30413,put-down,1,board:cutting,['board:cutting'],[18],True
P03_109,29900,30024,put-down,1,bowl,['bowl'],[7],True
P03_109,30029,30112,pick-up,0,board:cutting,['board:cutting'],[18],True
P03_109,30108,30153,put-down,1,bowl,['bowl'],[7],True
P03_109,30143,30207,pick-up,0,strainer,['strainer'],[39],False
P03_109,30206,30258,put-down,1,board:cutting,['board:cutting'],[18],True
P03_109,30252,30406,move,11,board:cutting,['board:cutting'],[18],True
P03_109,30328,30445,put-down,1,strainer,['strainer'],[39],False
P03_109,30449,30593,pick-up,0,bowl,['bowl'],[7],True
P03_109,30572,30625,move,11,board:cutting,['board:cutting'],[18],True
P03_109,1203,1281,put-down,1,ladle,['ladle'],[97],False
P03_109,30630,30700,put-down,1,bowl,['bowl'],[7],True
P03_109,30614,30720,move,11,strainer,['strainer'],[39],False
P03_109,30711,30780,close,4,cupboard,['cupboard'],[3],True
P03_109,30783,30891,put-back,1,towel:tea,"['towel:tea', 'rack']","[52, 110]",True
P03_109,30873,31197,pick-up,0,sponge,['sponge'],[9],False
P03_109,31194,31333,pick-up,0,jug:measuring,['jug:measuring'],[66],True
P03_109,31333,31380,pour-out,9,spoon,"['spoon', 'jug:measuring']","[1, 66]",False
P03_109,31380,31439,put-down,1,jug:measuring,['jug:measuring'],[66],True
P03_109,31436,31464,pick-up,0,glass,['glass'],[10],True
P03_109,31455,31829,wash,2,glass,['glass'],[10],True
P03_109,1326,1398,pick-up,0,saucepan,['saucepan'],[5],True
P03_109,31830,31917,squeeze,18,sponge,['sponge'],[9],False
P03_109,31936,32377,wash,2,glass,['glass'],[10],True
P03_109,32356,32404,rinse,2,sponge,['sponge'],[9],False
P03_109,31929,32472,wash,2,glass,['glass'],[10],True
P03_109,32477,32522,squeeze,18,sponge,['sponge'],[9],False
P03_109,32545,32681,put-on,1,glass,"['glass', 'rack']","[10, 110]",True
P03_109,32687,32751,pick-up,0,knife,['knife'],[4],True
P03_109,32774,32923,wash,2,knife,['knife'],[4],True
P03_109,32897,32951,rinse,2,sponge,['sponge'],[9],False
P03_109,32956,33428,wash,2,knife,['knife'],[4],True
P03_109,200,274,pour-out,9,water,"['water', 'bowl']","[27, 7]",False
P03_109,1457,1643,pour-out,9,water,"['water', 'saucepan']","[27, 5]",False
P03_109,33422,33519,put-on,1,knife,"['knife', 'rack:drying']","[4, 110]",True
P03_109,33559,33596,pick-up,0,opener:can,['opener:can'],[174],True
P03_109,33580,33642,rinse,2,sponge,['sponge'],[9],False
P03_109,33606,33692,squeeze,18,sponge,['sponge'],[9],False
P03_109,33715,33972,wash,2,opener:can,['opener:can'],[174],True
P03_109,33975,34017,put,1,opener:can,"['opener:can', 'rack:drying']","[174, 110]",True
P03_109,34083,34116,pick-up,0,grater:cheese,['grater:cheese'],[96],True
P03_109,34097,35138,wash,2,grater:cheese,['grater:cheese'],[96],True
P03_109,35173,35217,rinse,2,grater:cheese,['grater:cheese'],[96],True
P03_109,35248,35551,wash,2,grater:cheese,['grater:cheese'],[96],True
P03_109,1699,1909,rinse,2,saucepan,['saucepan'],[5],True
P03_109,35566,35660,remove-from,12,cheese,"['cheese', 'grater:cheese']","[32, 96]",True
P03_109,35656,35692,rinse,2,sponge,['sponge'],[9],False
P03_109,35697,35735,squeeze,18,sponge,['sponge'],[9],False
P03_109,35763,36462,wash,2,grater:cheese,['grater:cheese'],[96],True
P03_109,36475,36519,put-in,5,grater:cheese,"['grater:cheese', 'rack:drying']","[96, 110]",True
P03_109,36571,36606,pick-up,0,jug:measuring,['jug:measuring'],[66],True
P03_109,36617,37615,wash,2,jug:measuring,['jug:measuring'],[66],True
P03_109,37631,37664,squeeze,18,sponge,['sponge'],[9],False
P03_109,37688,37735,put,1,jug:measuring,"['jug:measuring', 'rack:drying']","[66, 110]",True
P03_109,37809,37880,move,11,jug:measuring,['jug:measuring'],[66],True
P03_109,1914,2003,pour-out,9,water,"['water', 'saucepan']","[27, 5]",False
P03_109,37922,38010,pick-up,0,cutlery,['cutlery'],[58],True
P03_109,38027,38055,rinse,2,sponge,['sponge'],[9],False
P03_109,38069,38259,wash,2,knife,"['knife', 'spoon']","[4, 1]",True
